"resume_id","candidate_label","source_method","source_method_cn","privacy_level","target_job_id","target_job_title","target_company_name","target_industry","target_location","match_level","match_level_cn","expected_match_score","education","experience_years","current_role","skills","target_skills_norm","matched_skills_seed","missing_skills_seed","projects","work_experience","resume_text","target_url","created_at"
"R0076","匿名候选人076","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40603123105","Java/Python/C/C++/数开/测试/算法/前端岗","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","medium","中匹配","66.7","本科","1","Java/Python/C/C++/数开/测","Python; JavaScript; C++; Spring; Hibernate; Struts; 版本管理; 系统设计","Python; JavaScript; C++; Spring; Hibernate; Struts; MySQL; PostgreSQL; Oracle","Python; JavaScript; C++; Spring; Hibernate; Struts","MySQL; PostgreSQL; Oracle","[{""name"":""匿名项目A-Java/Python/C/C++/数开/测"",""role"":""核心成员"",""skills"":[""Python"",""JavaScript"",""C++"",""Spring""],""description"":""围绕目标岗位 Java/Python/C/C++/数开/测试/算法/前端岗 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""JavaScript"",""C++"",""Spring"",""Hibernate""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Java/Python/C/C++/数开/测"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Python、JavaScript、C++、Spring、Hibernate、Struts、版本管理、系统设计。""}","候选人编号：R0076。教育背景：本科。工作经验：1 年。目标岗位：Java/Python/C/C++/数开/测试/算法/前端岗。核心技能：Python、JavaScript、C++、Spring、Hibernate、Struts、版本管理、系统设计。项目经历：参与 Java/Python/C/C++/数开/测 相关项目，围绕 Python、JavaScript、C++、Spring、Hibernate、Struts、MySQL、PostgreSQL、Oracle 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40603123105.htm","2026-06-18T10:42:49Z"
"R0077","匿名候选人077","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40992866004","python开发工程师","奇宏电子(深圳)有限公司","通用设备制造","深圳 宝安","high","高匹配","100","本科","4","python开发工程师","需求分析; 沟通协作; 文档编写; 系统设计; 数据清洗; API 调试","需求分析; 沟通协作; 文档编写","需求分析; 沟通协作; 文档编写","","[{""name"":""匿名项目A-python开发工程师"",""role"":""核心成员"",""skills"":[""需求分析"",""沟通协作"",""文档编写"",""系统设计""],""description"":""围绕目标岗位 python开发工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""沟通协作"",""文档编写"",""系统设计"",""数据清洗""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python开发工程师"",""years"":4,""description"":""负责与 通用设备制造 相关的研发/测试/数据处理工作，主要使用 需求分析、沟通协作、文档编写、系统设计、数据清洗、API 调试。""}","候选人编号：R0077。教育背景：本科。工作经验：4 年。目标岗位：python开发工程师。核心技能：需求分析、沟通协作、文档编写、系统设计、数据清洗、API 调试。项目经历：参与 python开发工程师 相关项目，围绕 需求分析、沟通协作、文档编写 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC200308610J40992866004.htm","2026-06-18T10:42:49Z"
"R0078","匿名候选人078","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40816591916","python开发工程师","软通动力信息技术(集团)股份有限公司","软件/IT服务","深圳 南山","medium","中匹配","100","大专","3","python开发工程师","AI; 信创; 数据清洗; API 调试; 团队协作; Git","AI; 信创","AI; 信创","","[{""name"":""匿名项目A-python开发工程师"",""role"":""核心成员"",""skills"":[""AI"",""信创"",""数据清洗"",""API 调试""],""description"":""围绕目标岗位 python开发工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""信创"",""数据清洗"",""API 调试"",""团队协作""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python开发工程师"",""years"":3,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 AI、信创、数据清洗、API 调试、团队协作、Git。""}","候选人编号：R0078。教育背景：大专。工作经验：3 年。目标岗位：python开发工程师。核心技能：AI、信创、数据清洗、API 调试、团队协作、Git。项目经历：参与 python开发工程师 相关项目，围绕 AI、信创 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC000544460J40816591916.htm","2026-06-18T10:42:49Z"
"R0079","匿名候选人079","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40858716905","java/python/c/c++开发工程师","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","low","低匹配","66.7","本科","1","java/python/c/c++开发工程师","C++; C; API 调试; 团队协作","C++; C; Python","C++; C","Python","[{""name"":""匿名项目A-java/python/c/c++开发工程师"",""role"":""核心成员"",""skills"":[""C++"",""C"",""API 调试"",""团队协作""],""description"":""围绕目标岗位 java/python/c/c++开发工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""C"",""API 调试"",""团队协作""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""java/python/c/c++开发工程师"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 C++、C、API 调试、团队协作。""}","候选人编号：R0079。教育背景：本科。工作经验：1 年。目标岗位：java/python/c/c++开发工程师。核心技能：C++、C、API 调试、团队协作。项目经历：参与 java/python/c/c++开发工程师 相关项目，围绕 C++、C、Python 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40858716905.htm","2026-06-18T10:42:49Z"
"R0080","匿名候选人080","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40852675411","python全栈开发工程师","深圳建广数字科技有限公司青岛分公司","软件/IT服务","深圳 南山 大冲","medium","中匹配","75","本科","5","python全栈开发工程师","前端开发; 后端开发; react; 团队协作; Git; SQL","前端开发; 后端开发; react; Python","前端开发; 后端开发; react","Python","[{""name"":""匿名项目A-python全栈开发工程师"",""role"":""核心成员"",""skills"":[""前端开发"",""后端开发"",""react"",""团队协作""],""description"":""围绕目标岗位 python全栈开发工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""后端开发"",""react"",""团队协作"",""Git""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python全栈开发工程师"",""years"":5,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 前端开发、后端开发、react、团队协作、Git、SQL。""}","候选人编号：R0080。教育背景：本科。工作经验：5 年。目标岗位：python全栈开发工程师。核心技能：前端开发、后端开发、react、团队协作、Git、SQL。项目经历：参与 python全栈开发工程师 相关项目，围绕 前端开发、后端开发、react、Python 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1320891960J40852675411.htm","2026-06-18T10:42:49Z"
"R0081","匿名候选人081","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40453375316","python","软通动力信息技术(集团)股份有限公司","软件/IT服务","深圳 龙岗","high","高匹配","100","本科","2","python","Django; Flask; Python; AI AGENT; Git; SQL; Linux; Excel","Django; Flask; Python; AI AGENT","Django; Flask; Python; AI AGENT","","[{""name"":""匿名项目A-python"",""role"":""核心成员"",""skills"":[""Django"",""Flask"",""Python"",""AI AGENT""],""description"":""围绕目标岗位 python 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Flask"",""Python"",""AI AGENT"",""Git""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python"",""years"":2,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Django、Flask、Python、AI AGENT、Git、SQL、Linux、Excel。""}","候选人编号：R0081。教育背景：本科。工作经验：2 年。目标岗位：python。核心技能：Django、Flask、Python、AI AGENT、Git、SQL、Linux、Excel。项目经历：参与 python 相关项目，围绕 Django、Flask、Python、AI AGENT 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC000544460J40453375316.htm","2026-06-18T10:42:49Z"
"R0082","匿名候选人082","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40760203305","软件开发工程师【C、C++、JAVA、Python、JS】","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","medium","中匹配","66.7","本科","1","软件开发工程师【C、C++、JAVA、Pyt","C语言; Java; SQL; Linux","C语言; Java; Python","C语言; Java","Python","[{""name"":""匿名项目A-软件开发工程师【C、C++、JAVA、Pyt"",""role"":""核心成员"",""skills"":[""C语言"",""Java"",""SQL"",""Linux""],""description"":""围绕目标岗位 软件开发工程师【C、C++、JAVA、Python、JS】 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Java"",""SQL"",""Linux""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""软件开发工程师【C、C++、JAVA、Pyt"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 C语言、Java、SQL、Linux。""}","候选人编号：R0082。教育背景：本科。工作经验：1 年。目标岗位：软件开发工程师【C、C++、JAVA、Python、JS】。核心技能：C语言、Java、SQL、Linux。项目经历：参与 软件开发工程师【C、C++、JAVA、Pyt 相关项目，围绕 C语言、Java、Python 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40760203305.htm","2026-06-18T10:42:49Z"
"R0083","匿名候选人083","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40831467701","Python 自动化开发工程师（全栈方向）","深圳市东方合信家族财富管理有限公司","保险","深圳 福田","low","低匹配","50","本科","2","Python 自动化开发工程师","Python; Linux; Excel; 需求分析","Python; PHP","Python","PHP","[{""name"":""匿名项目A-Python 自动化开发工程师"",""role"":""核心成员"",""skills"":[""Python"",""Linux"",""Excel"",""需求分析""],""description"":""围绕目标岗位 Python 自动化开发工程师（全栈方向） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Linux"",""Excel"",""需求分析""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Python 自动化开发工程师"",""years"":2,""description"":""负责与 保险 相关的研发/测试/数据处理工作，主要使用 Python、Linux、Excel、需求分析。""}","候选人编号：R0083。教育背景：本科。工作经验：2 年。目标岗位：Python 自动化开发工程师（全栈方向）。核心技能：Python、Linux、Excel、需求分析。项目经历：参与 Python 自动化开发工程师 相关项目，围绕 Python、PHP 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC505937780J40831467701.htm","2026-06-18T10:42:49Z"
"R0084","匿名候选人084","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40508759512","python开发工程师（深圳）","中软国际","软件/IT服务","深圳 龙岗","medium","中匹配","66.7","本科","1","python开发工程师","Python; ATE; Excel; 需求分析; 文档编写; 沟通协作","Python; ATE; 测试装备","Python; ATE","测试装备","[{""name"":""匿名项目A-python开发工程师"",""role"":""核心成员"",""skills"":[""Python"",""ATE"",""Excel"",""需求分析""],""description"":""围绕目标岗位 python开发工程师（深圳） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""ATE"",""Excel"",""需求分析"",""文档编写""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python开发工程师"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Python、ATE、Excel、需求分析、文档编写、沟通协作。""}","候选人编号：R0084。教育背景：本科。工作经验：1 年。目标岗位：python开发工程师（深圳）。核心技能：Python、ATE、Excel、需求分析、文档编写、沟通协作。项目经历：参与 python开发工程师 相关项目，围绕 Python、ATE、测试装备 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC508620120J40508759512.htm","2026-06-18T10:42:49Z"
"R0085","匿名候选人085","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40866966805","软件开发（C/C++/Java/Python/Go/JS）","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","high","高匹配","100","本科","2","软件开发","C; C++; Python; Java; JS; GO; 需求分析; 文档编写","C; C++; Python; Java; JS; GO","C; C++; Python; Java; JS; GO","","[{""name"":""匿名项目A-软件开发"",""role"":""核心成员"",""skills"":[""C"",""C++"",""Python"",""Java""],""description"":""围绕目标岗位 软件开发（C/C++/Java/Python/Go/JS） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""C++"",""Python"",""Java"",""JS""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""软件开发"",""years"":2,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 C、C++、Python、Java、JS、GO、需求分析、文档编写。""}","候选人编号：R0085。教育背景：本科。工作经验：2 年。目标岗位：软件开发（C/C++/Java/Python/Go/JS）。核心技能：C、C++、Python、Java、JS、GO、需求分析、文档编写。项目经历：参与 软件开发 相关项目，围绕 C、C++、Python、Java、JS、GO 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40866966805.htm","2026-06-18T10:42:49Z"
"R0086","匿名候选人086","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40907275612","python后端开发工程师","深圳市大象机器人科技有限公司","通用设备制造","深圳 福田","medium","中匹配","66.7","本科","5","python后端开发工程师","MySQL; PostgreSQL; 文档编写; 沟通协作; 单元测试","MySQL; PostgreSQL; Linux","MySQL; PostgreSQL","Linux","[{""name"":""匿名项目A-python后端开发工程师"",""role"":""核心成员"",""skills"":[""MySQL"",""PostgreSQL"",""文档编写"",""沟通协作""],""description"":""围绕目标岗位 python后端开发工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""PostgreSQL"",""文档编写"",""沟通协作"",""单元测试""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python后端开发工程师"",""years"":5,""description"":""负责与 通用设备制造 相关的研发/测试/数据处理工作，主要使用 MySQL、PostgreSQL、文档编写、沟通协作、单元测试。""}","候选人编号：R0086。教育背景：本科。工作经验：5 年。目标岗位：python后端开发工程师。核心技能：MySQL、PostgreSQL、文档编写、沟通协作、单元测试。项目经历：参与 python后端开发工程师 相关项目，围绕 MySQL、PostgreSQL、Linux 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC574316530J40907275612.htm","2026-06-18T10:42:49Z"
"R0087","匿名候选人087","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40800064816","python开发/测试开发","软通动力信息技术(集团)股份有限公司","软件/IT服务","深圳 龙岗","low","低匹配","42.9","本科","1","python开发/测试开发","JavaScript; Django; Tornado; 沟通协作; 单元测试; 数据分析; 接口测试","JavaScript; Django; Tornado; Flask; MySQL; PostgreSQL; Oracle","JavaScript; Django; Tornado","Flask; MySQL; PostgreSQL; Oracle","[{""name"":""匿名项目A-python开发/测试开发"",""role"":""核心成员"",""skills"":[""JavaScript"",""Django"",""Tornado"",""沟通协作""],""description"":""围绕目标岗位 python开发/测试开发 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Django"",""Tornado"",""沟通协作"",""单元测试""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python开发/测试开发"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 JavaScript、Django、Tornado、沟通协作、单元测试、数据分析、接口测试。""}","候选人编号：R0087。教育背景：本科。工作经验：1 年。目标岗位：python开发/测试开发。核心技能：JavaScript、Django、Tornado、沟通协作、单元测试、数据分析、接口测试。项目经历：参与 python开发/测试开发 相关项目，围绕 JavaScript、Django、Tornado、Flask、MySQL、PostgreSQL、Oracle 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC000544460J40800064816.htm","2026-06-18T10:42:49Z"
"R0088","匿名候选人088","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40624436405","java/python/c/c++ 应届可培养","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","medium","中匹配","66.7","本科","1","java/python/c/c++ 应届可培","C++; Python; 单元测试; 数据分析","C++; Python; JavaScript","C++; Python","JavaScript","[{""name"":""匿名项目A-java/python/c/c++ 应届可培"",""role"":""核心成员"",""skills"":[""C++"",""Python"",""单元测试"",""数据分析""],""description"":""围绕目标岗位 java/python/c/c++ 应届可培养 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Python"",""单元测试"",""数据分析""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""java/python/c/c++ 应届可培"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 C++、Python、单元测试、数据分析。""}","候选人编号：R0088。教育背景：本科。工作经验：1 年。目标岗位：java/python/c/c++ 应届可培养。核心技能：C++、Python、单元测试、数据分析。项目经历：参与 java/python/c/c++ 应届可培 相关项目，围绕 C++、Python、JavaScript 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40624436405.htm","2026-06-18T10:42:49Z"
"R0089","匿名候选人089","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40897675803","java / c++ / c / python / JS/嵌入式等研发岗位","科锐尔人力资源服务(苏州)有限公司","人力资源","深圳 龙岗","high","高匹配","100","本科","2","java / c++ / c / pytho","Python; Java; C语言; Linux开发; 嵌入式开发; 数据分析; 接口测试; 问题定位","Python; Java; C语言; Linux开发; 嵌入式开发","Python; Java; C语言; Linux开发; 嵌入式开发","","[{""name"":""匿名项目A-java / c++ / c / pytho"",""role"":""核心成员"",""skills"":[""Python"",""Java"",""C语言"",""Linux开发""],""description"":""围绕目标岗位 java / c++ / c / python / JS/嵌入式等研发岗位 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Java"",""C语言"",""Linux开发"",""嵌入式开发""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""java / c++ / c / pytho"",""years"":2,""description"":""负责与 人力资源 相关的研发/测试/数据处理工作，主要使用 Python、Java、C语言、Linux开发、嵌入式开发、数据分析、接口测试、问题定位。""}","候选人编号：R0089。教育背景：本科。工作经验：2 年。目标岗位：java / c++ / c / python / JS/嵌入式等研发岗位。核心技能：Python、Java、C语言、Linux开发、嵌入式开发、数据分析、接口测试、问题定位。项目经历：参与 java / c++ / c / pytho 相关项目，围绕 Python、Java、C语言、Linux开发、嵌入式开发 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC453635220J40897675803.htm","2026-06-18T10:42:49Z"
"R0090","匿名候选人090","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40818710416","python自动化测试工程师（稳定项目+反馈快）","软通动力信息技术(集团)股份有限公司","软件/IT服务","深圳 龙岗","medium","中匹配","100","本科","3","python自动化测试工程师","Python; 接口测试; 问题定位; 版本管理; 系统设计","Python","Python","","[{""name"":""匿名项目A-python自动化测试工程师"",""role"":""核心成员"",""skills"":[""Python"",""接口测试"",""问题定位"",""版本管理""],""description"":""围绕目标岗位 python自动化测试工程师（稳定项目+反馈快） 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""接口测试"",""问题定位"",""版本管理"",""系统设计""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python自动化测试工程师"",""years"":3,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Python、接口测试、问题定位、版本管理、系统设计。""}","候选人编号：R0090。教育背景：本科。工作经验：3 年。目标岗位：python自动化测试工程师（稳定项目+反馈快）。核心技能：Python、接口测试、问题定位、版本管理、系统设计。项目经历：参与 python自动化测试工程师 相关项目，围绕 Python 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC000544460J40818710416.htm","2026-06-18T10:42:49Z"
"R0091","匿名候选人091","public_dataset_style","公开匿名数据集风格参考","anonymous_or_synthetic","40859354405","C/C++/Python/JS/C#/JAVA软件开发工程师","外企德科数字技术有限公司","软件/IT服务","深圳 龙岗","low","低匹配","66.7","本科","1","C/C++/Python/JS/C#/JAV","C语言; Java; 问题定位; 版本管理","C语言; Java; Python","C语言; Java","Python","[{""name"":""匿名项目A-C/C++/Python/JS/C#/JAV"",""role"":""核心成员"",""skills"":[""C语言"",""Java"",""问题定位"",""版本管理""],""description"":""围绕目标岗位 C/C++/Python/JS/C#/JAVA软件开发工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Java"",""问题定位"",""版本管理""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""C/C++/Python/JS/C#/JAV"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 C语言、Java、问题定位、版本管理。""}","候选人编号：R0091。教育背景：本科。工作经验：1 年。目标岗位：C/C++/Python/JS/C#/JAVA软件开发工程师。核心技能：C语言、Java、问题定位、版本管理。项目经历：参与 C/C++/Python/JS/C#/JAV 相关项目，围绕 C语言、Java、Python 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1480117890J40859354405.htm","2026-06-18T10:42:49Z"
"R0092","匿名候选人092","anonymous_template","人工匿名化样例","anonymous_or_synthetic","40850948307","python开发工程师","深圳市速智翼科技有限公司","软件/IT服务","深圳 福田 车公庙","medium","中匹配","66.7","本科","1","python开发工程师","MySQL; Flask; 版本管理; 系统设计; 数据清洗","MySQL; Flask; Django","MySQL; Flask","Django","[{""name"":""匿名项目A-python开发工程师"",""role"":""核心成员"",""skills"":[""MySQL"",""Flask"",""版本管理"",""系统设计""],""description"":""围绕目标岗位 python开发工程师 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Flask"",""版本管理"",""系统设计"",""数据清洗""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""python开发工程师"",""years"":1,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 MySQL、Flask、版本管理、系统设计、数据清洗。""}","候选人编号：R0092。教育背景：本科。工作经验：1 年。目标岗位：python开发工程师。核心技能：MySQL、Flask、版本管理、系统设计、数据清洗。项目经历：参与 python开发工程师 相关项目，围绕 MySQL、Flask、Django 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CCL1524503660J40850948307.htm","2026-06-18T10:42:49Z"
"R0093","匿名候选人093","jd_backfilled_synthetic","JD 反向合成","anonymous_or_synthetic","40811078716","Python服务器测试工程师(东莞办公+13薪+全额公积金+双休)","软通动力信息技术(集团)股份有限公司","软件/IT服务","深圳 龙岗","high","高匹配","85.7","本科","2","Python服务器测试工程师","Python; Shell; 测试开发; 服务端测试; 接口测试; Selenium; 系统设计; 数据清洗; API 调试; 团队协作","Python; Shell; 测试开发; 服务端测试; 接口测试; Selenium; Jmeter","Python; Shell; 测试开发; 服务端测试; 接口测试; Selenium","Jmeter","[{""name"":""匿名项目A-Python服务器测试工程师"",""role"":""核心成员"",""skills"":[""Python"",""Shell"",""测试开发"",""服务端测试""],""description"":""围绕目标岗位 Python服务器测试工程师(东莞办公+13薪+全额公积金+双休) 的核心能力，完成需求拆解、功能实现、测试验证和文档沉淀。""},{""name"":""企业内部效率工具改造"",""role"":""参与成员"",""skills"":[""Shell"",""测试开发"",""服务端测试"",""接口测试""],""description"":""参与业务流程梳理、脚本/工具开发、数据处理和问题定位，提升团队交付效率。""}]","{""company"":""匿名科技公司A"",""role"":""Python服务器测试工程师"",""years"":2,""description"":""负责与 软件/IT服务 相关的研发/测试/数据处理工作，主要使用 Python、Shell、测试开发、服务端测试、接口测试、Selenium、系统设计、数据清洗、API 调试、团队协作。""}","候选人编号：R0093。教育背景：本科。工作经验：2 年。目标岗位：Python服务器测试工程师(东莞办公+13薪+全额公积金+双休)。核心技能：Python、Shell、测试开发、服务端测试、接口测试、Selenium、系统设计、数据清洗、API 调试、团队协作。项目经历：参与 Python服务器测试工程师 相关项目，围绕 Python、Shell、测试开发、服务端测试、接口测试、Selenium、Jmeter 完成需求分析、开发测试、问题定位与交付文档整理。该样例为匿名/合成简历，不包含真实个人身份信息。","http://www.zhaopin.com/jobdetail/CC000544460J40811078716.htm","2026-06-18T10:42:49Z"
